,file_path,sentence,section,entities,labels,position_start,position_end,abbreviations,abbreviations_longform,abbreviation_start,abbreviation_end
12995,C:\Users\shiwa\pastoral_74\PMC5496975\sections\1_body\3_results_and_discussion\7_wealth_groups\6_p.xml,"Livestock sales remain the primary source of cash income which was positively correlated, not with TLU but with the price received per animal sold ( r  = 0.607,  p  = 0.002), i.e.",RES,TLU,ORG,99,102,,,,
13010,C:\Users\shiwa\pastoral_74\PMC5496975\sections\1_body\3_results_and_discussion\8_inequality_and_poverty\1_p.xml,"The Lorenz curve shows inequality in all three measures, with Gini coefficients of 0.32 for total income, 0.35 for cash income and 0.43 for TLU.",RES,TLU,ORG,140,143,,,,
13011,C:\Users\shiwa\pastoral_74\PMC5496975\sections\1_body\3_results_and_discussion\8_inequality_and_poverty\1_p.xml,"Thus, income inequality in this sample was lower than the national average of 0.43 (World-Bank  2014 ) and almost half the recorded levels amongst East African pastoralists (cash income 0.56, total income 0.68, TLU 0.64) (McPeak et al.",RES,World-Bank,ORG,84,94,,,,
13013,C:\Users\shiwa\pastoral_74\PMC5496975\sections\1_body\3_results_and_discussion\8_inequality_and_poverty\1_p.xml,"Figure 4 Lorenz curves of the distribution of total income, cash income and TLU",RES,TLU,ORG,76,79,,,,
13014,C:\Users\shiwa\pastoral_74\PMC5496975\sections\1_body\3_results_and_discussion\8_inequality_and_poverty\2_p.xml,"Mean total income per capita and daily income per capita in the study population were $554 and $1.52, respectively, slightly higher than the $495 and $1.40 average for rural households in Nigeria (World-Bank  2014 ).",RES,World-Bank,ORG,197,207,,,,
13015,C:\Users\shiwa\pastoral_74\PMC5496975\sections\1_body\3_results_and_discussion\8_inequality_and_poverty\2_p.xml,"Forty-two percent of households in this study fall below the poverty threshold of $1.25/person/day, less than the 53% national poverty incidence (World-Bank,  2014 ).",RES,World-Bank,ORG,146,156,,,,
13016,C:\Users\shiwa\pastoral_74\PMC5496975\sections\1_body\3_results_and_discussion\8_inequality_and_poverty\3_p.xml,"Overall, results show moderate levels of inequality in terms of land ownership, income, TLU and income diversity.",RES,TLU,ORG,88,91,,,,
13023,C:\Users\shiwa\pastoral_74\PMC5496975\sections\1_body\3_results_and_discussion\9_integration_and_adaptation\1_p.xml,"Recycling of crop residues for animal feed is quite low, despite their critical role as a dry season feed source - settled herds with access to crop residues are more likely to meet their nutritional requirements and improve their productivity than transhumant cattle (FAO  2001a , van Raay and de Leeuw  1974 ).",RES,FAO,ORG,269,272,,,,
13031,C:\Users\shiwa\pastoral_74\PMC5496975\sections\1_body\3_results_and_discussion\9_integration_and_adaptation\1_p.xml,"Acha (white fonio,  Digitaria exilis ), the original staple crop of the Jos plateau, produces excellent fodder for livestock, but it has also been largely replaced by maize.",RES,Digitaria,ORG,20,29,,,,
13037,C:\Users\shiwa\pastoral_74\PMC5496975\sections\1_body\3_results_and_discussion\9_integration_and_adaptation\2_p.xml,Diversified systems are combinations of specialised subsystems that coexist almost independently.,RES,Diversified,ORG,0,11,,,,
13042,C:\Users\shiwa\pastoral_74\PMC5496975\sections\1_body\3_results_and_discussion\9_integration_and_adaptation\3_p.xml,"2009 , Hobbs et al.",RES,Hobbs,ORG,7,12,,,,
13045,C:\Users\shiwa\pastoral_74\PMC5496975\sections\1_body\3_results_and_discussion\9_integration_and_adaptation\3_p.xml,There have been several different responses to increased population and land pressure by Fulani populations across West Africa as shown in Table  6 .,RES,Table,ORG,139,144,,,,
13047,C:\Users\shiwa\pastoral_74\PMC5496975\sections\1_body\3_results_and_discussion\9_integration_and_adaptation\3_p.xml,"Table 6 Livelihood adaptations of agro-pastoral populations in West Africa Location Specialisation Extensification Intensification Market integration Diversification Senegal (Adriansen  2006 ) Abandoned cultivation Use boreholes and watering tubes to exploit more rangeland High capital and labour investment; dramatic changes in herd composition to fit market demand: high proportions of small ruminants for Eid al Adha and all beef rather than milk herds of cattle High engagement in off-farm enterprise, including large-scale livestock trading Mali (Ramisch  1999 ) Integrated mixed farming Cameroon (Moritz  2008 ) Long-range transhumance Stall-feeding industrial cottonseed cake and crop residues High integration with urban markets which makes the increased labour and cost of stall-feeding worthwhile Ivory coast (Diallo  2001 , Tonah  2003 ) Niger (Ayantunde et al.",RES,"West Africa Location Specialisation Extensification Intensification Market, Mali (Ramisch, Moritz, Diallo, Niger (Ayantunde et al","ORG, ORG, ORG, ORG, ORG","63, 547, 604, 821, 850","137, 560, 610, 827, 872",,,,
13057,C:\Users\shiwa\pastoral_74\PMC5874267\sections\1_body\2_results\18_the_temperature_trends_of_laik\1_p.xml,Figure  7  shows Mukogodo average annual maximum temperatures.,RES,Mukogodo,ORG,17,25,,,,
13059,C:\Users\shiwa\pastoral_74\PMC5874267\sections\1_body\2_results\18_the_temperature_trends_of_laik\1_p.xml,7 Mukogodo area average annual maximum temperatures,RES,Mukogodo,ORG,2,10,,,,
13062,C:\Users\shiwa\pastoral_74\PMC5874267\sections\1_body\2_results\18_the_temperature_trends_of_laik\2_p.xml,"Maximum temperatures were higher during the main seasons of MAM and OND but lower in between in the months of June, July and August (JJA).",RES,"MAM, OND","ORG, ORG","60, 68","63, 71",,,,
13063,C:\Users\shiwa\pastoral_74\PMC5874267\sections\1_body\2_results\18_the_temperature_trends_of_laik\2_p.xml,"In Mukogodo area, the year 2010 recoded the months with highest temperature and 2007 and 2008 had the lowest temperature, in June, July, August and OND.",RES,"Mukogodo, OND","ORG, ORG","3, 148","11, 151",,,,
13065,C:\Users\shiwa\pastoral_74\PMC5874267\sections\1_body\2_results\18_the_temperature_trends_of_laik\2_p.xml,"The maximum temperature increased by 1.43, 2.98 and 0.18 °C during MAM, JJA and OND seasons, respectively, which gave an average increase of 1.5 °C in the period.",RES,"MAM, OND","ORG, ORG","67, 80","70, 83",,,,
13066,C:\Users\shiwa\pastoral_74\PMC5874267\sections\1_body\2_results\18_the_temperature_trends_of_laik\2_p.xml,Figure  8  shows Mukogodo area average annual minimum temperature.,RES,Mukogodo,ORG,17,25,,,,
13070,C:\Users\shiwa\pastoral_74\PMC5874267\sections\1_body\2_results\18_the_temperature_trends_of_laik\3_p.xml,"8 , minimum temperatures were highest in MAM season followed by OND and lowest between the season in June, July and August.",RES,"MAM, OND","ORG, ORG","41, 64","44, 67",,,,
13071,C:\Users\shiwa\pastoral_74\PMC5874267\sections\1_body\2_results\18_the_temperature_trends_of_laik\3_p.xml,"The minimum temperature increased by 0.91, 1.30 and 2.37 °C during MAM, JJA and OND seasons, respectively, which gave an average increase of 1.5 °C in the period.",RES,"MAM, OND","ORG, ORG","67, 80","70, 83",,,,
13100,C:\Users\shiwa\pastoral_74\PMC6167352\sections\1_body\1_results\1_natural_length_of_the_holocene\2_p.xml,"b  Barium to aluminium ratio at Ocean Drilling Program site 968 in the Eastern Mediterranean 24 .  c  The distribution of the roughly 12,000 ensemble members that exhibit seven ‘green’ events.",RES,Ocean Drilling Program,ORG,32,54,,,,
13109,C:\Users\shiwa\pastoral_74\PMC6167352\sections\1_body\1_results\1_natural_length_of_the_holocene\3_p.xml,a  Histogram of the number of climate proxies (Fig.,RES,Fig,ORG,47,50,,,,
13110,C:\Users\shiwa\pastoral_74\PMC6167352\sections\1_body\1_results\1_natural_length_of_the_holocene\3_p.xml,1a ) indicating an end of the African Humid Period within a 500 year window 3 .  b  The population inferred summed probability distribution 22  over the whole of northern Africa region along with its 5–95% confidence level.,RES,the African Humid Period,ORG,26,50,,,,
13118,C:\Users\shiwa\pastoral_74\PMC6167352\sections\1_body\1_results\1_natural_length_of_the_holocene\4_p.xml,The dominant collapse observed for the Holocene AHP (Fig.,RES,Fig,ORG,53,56,,,,
13122,C:\Users\shiwa\pastoral_74\PMC6167352\sections\1_body\1_results\1_natural_length_of_the_holocene\4_p.xml,This refutes the hypothesis that pastoralists were “active agents in landscape denudation” and accelerated the termination of the Holocene AHP 2 .,RES,Holocene,ORG,130,138,,,,
13128,C:\Users\shiwa\pastoral_74\PMC6167352\sections\1_body\1_results\2_robustness_of_the_delay\1_p.xml,Dating of prior humid periods is subject to errors on the order of millennia (hence the failure to constrain the AHP dates observationally).,RES,AHP,ORG,113,116,,,,
13157,C:\Users\shiwa\pastoral_74\PMC6167352\sections\1_body\1_results\3_human–environment_interactions\1_p.xml,"Whilst other possible explanations could exist, the main difference between the Holocene and previous interglacials is the existence of Human society in the Holocene.",RES,Holocene,ORG,157,165,,,,
13175,C:\Users\shiwa\pastoral_74\PMC6167352\sections\1_body\1_results\3_human–environment_interactions\4_p.xml,"Wright 2  uses historical analogues, such as the Rapa Nui environmental degradation, that appear inappropriate.",RES,Rapa Nui,ORG,49,57,,,,
13186,C:\Users\shiwa\pastoral_74\PMC6167352\sections\1_body\1_results\4_regional_responses\1_p.xml,"The population curves for the Eastern Sahara, the Atlas & Hoggar and Central Sahara start broadly synchronous; showing a rapid population increase after the onset of humid conditions c. 10.5 ka and during the millennial-long population decline between 7.5 and 6.5 ka (Fig.",RES,the Atlas & Hoggar,ORG,46,64,,,,
13188,C:\Users\shiwa\pastoral_74\PMC6167352\sections\1_body\1_results\4_regional_responses\1_p.xml,"At the end of the AHP, however, we observe divergence in the regional demographic response.",RES,AHP,ORG,18,21,,,,
13191,C:\Users\shiwa\pastoral_74\PMC6167352\sections\1_body\1_results\4_regional_responses\1_p.xml,"To the north and west, in the Atlas & Hoggar mountain region, population decline appears to have been equally rapid (c. 900 years, Fig.",RES,the Atlas & Hoggar,ORG,26,44,,,,
13206,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\10_gut_bacterial_alpha-diversity_\1_p.xml,"Across all individuals ( N  = 126), we find that the  α -diversity was significantly negatively correlated with the age- and sex-regressed BMI values (Kendall tau (KT) correlation − 0.21,  p  value = 6.2 × 10 −4 ) (Additional file  2 : Table S1Q), indicating lower bacterial diversity in individuals with higher BMI.",RES,"BMI, KT, BMI","ORG, ORG, ORG","139, 164, 312","142, 166, 315",,,,
13207,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\10_gut_bacterial_alpha-diversity_\1_p.xml,"The correlation remained significant among just the African individuals ( N  = 114, KT correlation − 0.18,  p  value = 5.1 × 10 −3 ), although it was not significant within any single population (each population  p  value > 0.05).",RES,KT,ORG,84,86,,,,
13208,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\10_gut_bacterial_alpha-diversity_\1_p.xml,"There is, however, a significant negative correlation within the pastoralists (KT correlation − 0.42,  p  value = 0.0094) and within the agropastoralists (KT correlation − 0.22,  p  value = 0.023).",RES,"KT, KT","ORG, ORG","79, 155","81, 157",,,,
13211,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\10_gut_bacterial_alpha-diversity_\2_p.xml,"To test whether the between-population differences in mean BMI (regressed on age and sex) drive the correlation between BMI and  α -diversity over all individuals, we constructed “population re-centered” residuals by subtracting the population mean BMI from each individual’s BMI, according to their population of origin.",RES,"BMI, BMI","ORG, ORG","120, 249","123, 252",,,,
13212,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\10_gut_bacterial_alpha-diversity_\2_p.xml,"The resulting correlation between the “population re-centered” BMI residuals and the  α -diversity was not statistically significant (KT  p  value > 0.1 over all samples and over African samples only, see Additional file  2 : Table S1Q).",RES,KT,ORG,134,136,,,,
13213,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\10_gut_bacterial_alpha-diversity_\2_p.xml,"Similarly, none of the bacteria taxa at the rank of genus are significantly correlated with the population re-centered BMI residuals (FDR > 0.5).",RES,BMI,ORG,119,122,,,,
13214,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\10_gut_bacterial_alpha-diversity_\2_p.xml,From this observation we conclude that the significance of the correlation between BMI and  α -diversity is due to between-population differences.,RES,BMI,ORG,83,86,,,,
13215,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\10_gut_bacterial_alpha-diversity_\2_p.xml,"Thus, we cannot rule out that other host environmental or cultural covariates affecting BMI may be associated with bacterial diversity and abundance.",RES,BMI,ORG,88,91,,,,
13218,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\11_bacterial_compositional_simila\1_p.xml,"To test whether genetic relatedness had any impact on the distribution of bacteria within a population, we calculated the correlation between host genetic relatedness and bacterial UniFrac distance among all pairs of individuals within each population.",RES,UniFrac,ORG,181,188,,,,
13222,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\11_bacterial_compositional_simila\2_p.xml,"Only the Hadza have statistically significant correlations between identity-by-descent and both unweighted and weighted UniFrac bacterial distances (Additional file  2 : Table S1T), while the Maasai have a significant correlation between identity-by-descent and unweighted UniFrac bacterial distance, indicating in both cases that more related individuals have more similar bacterial composition.",RES,"UniFrac, Maasai, UniFrac","ORG, ORG, ORG","120, 192, 273","127, 198, 280",,,,
13223,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\11_bacterial_compositional_simila\2_p.xml,"Considering all tests, the correlation between identity-by-descent and unweighted UniFrac distance is negative in all but one case (unweighted UniFrac among the Herero).",RES,"UniFrac, UniFrac, Herero","ORG, ORG, ORG","82, 143, 161","89, 150, 167",,,,
13224,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\11_bacterial_compositional_simila\2_p.xml,"The probability that all seven weighted UniFrac correlations are negative by chance is < 0.01 (sign test), while the probability that at least 6 of 7 weighted UniFrac tests are negative by chance is 0.0625 (sign test).",RES,"UniFrac, UniFrac","ORG, ORG","40, 159","47, 166",,,,
13226,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\11_bacterial_compositional_simila\3_p.xml,"In addition, we examined the joint impact of geography and host relatedness on bacterial composition with a linear analysis of UniFrac distances.",RES,UniFrac,ORG,127,134,,,,
13227,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\11_bacterial_compositional_simila\3_p.xml,"We modeled the bacterial phylogenetic distance (UniFrac) between hosts as a linear function of the host genetic relatedness and the host geographic separation:  U ij ~ D ij  +  G ij , where  i  and  j  are index individuals,  U ij  is the bacterial UniFrac distance,  D ij  is the geographic distance between the sampling sites for the individuals (measured in kilometers), and  G ij  is the genetic relatedness of individuals.",RES,"UniFrac, UniFrac","ORG, ORG","48, 249","55, 256",,,,
13230,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\11_bacterial_compositional_simila\4_p.xml,"The genetic relatedness and geographic distance between sampling sites are highly correlated (Spearman’s rho correlation − 0.66,  p  value < 10 −10 ).",RES,Spearman’s,ORG,94,104,,,,
13232,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\11_bacterial_compositional_simila\4_p.xml,"For unweighted UniFrac bacterial distances, the best fit coefficients of  D ij  and  G’ ij  are both significantly non-zero ( T  test  p  values < 0.002, Additional file  2 : Table S1U), indicating that bacterial similarity is greater with closer geographic proximity and closer relatedness.",RES,UniFrac,ORG,15,22,,,,
13233,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\11_bacterial_compositional_simila\4_p.xml,"For weighted bacterial UniFrac distances, only the coefficient of the geographic separation is significantly non-zero ( T  test  p  value < 0.001, Additional file  2 : Table S1U).",RES,UniFrac,ORG,23,30,,,,
13237,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\1_data_overview\1_p.xml,"Seventeen thousand eight hundred seventy OTUs mapped to one of 191 bacterial taxa in the Greengenes classification database  36 , 1044 OTUs were unassigned, and one OTU could only be mapped at the taxonomic resolution of Kingdom (Bacteria).",RES,Kingdom (Bacteria,ORG,223,240,,,,
13241,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\1_data_overview\1_p.xml,Collector’s curves showing the rate that new OTUs are detected as sample size is increased were calculated for OTUs with abundance > 0.01% and averaged per population (Additional file  1 : Figure S2).,RES,Collector’s,ORG,0,11,,,,
13244,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\2_abundance_of_\1_p.xml,Bacteroidales  (phylum  Bacteroidetes ) and  Clostridiales  (phylum  Firmicutes ) are the two most common orders of bacteria in nearly every individual (Fig.,RES,Bacteroidetes,ORG,24,37,,,,
13248,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\2_abundance_of_\1_p.xml,"Comparing each population against the rest of the cohort and considering just the two taxa  Bacteroidales  and  Clostridiales , we find that the Hadza have a significantly higher proportion of  Bacteroidales  (Mann-Whitney-Wilcoxon (MWW) test,  p  value 6.3 × 10 −4 ), the US have a significantly lower proportion of  Bacteroidales  (MWW test,  p  value 0.020), whereas no other population had a significantly different proportion of  Bacteroidales  (smallest MWW test  p  value is 0.27).",RES,"Mann-Whitney-Wilcoxon, MWW, MWW, MWW","ORG, ORG, ORG, ORG","210, 233, 334, 460","231, 236, 337, 463",,,,
13261,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\2_abundance_of_\4_p.xml,"Among the African samples with such low  Prevotellaceae  abundance, 19 are from Botswana and of those, 12 are from the Bantu population.",RES,Botswana,ORG,80,88,,,,
13262,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\2_abundance_of_\4_p.xml,"Fifty-two Africans were tested by quantitative PCR for absolute 16S rRNA copy numbers per gram of stool, including eight Bantu from Botswana.",RES,Botswana,ORG,132,140,,,,
13264,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\2_abundance_of_\4_p.xml,"We tested whether age, sex, host BMI, sampling latitude, or sampling longitude distinguished these 12 individuals from the other Bantu, but none were statistically significant (Wilcoxon rank sum tests, smallest  p  value is 0.41).",RES,BMI,ORG,33,36,,,,
13269,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\3_bacterial_diversity_per_indivi\1_p.xml,"These trends are not impacted by rarefaction of OTU counts to 5000 per individual, as evidenced by the high correlation in Shannon diversity index with and without rarefaction (Spearman’s rho correlation 0.998, Additional file  1 : Figure S4).",RES,Spearman’s,ORG,177,187,,,,
13271,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\3_bacterial_diversity_per_indivi\1_p.xml,"However, we do find that the absolute 16S rRNA gene copy number is significantly higher in the Tanzanians than in the Botswanans (MWW test, FDR  q  value = 0.023) (Additional file  1 : Figure S3D).",RES,MWW,ORG,130,133,,,,
13275,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\3_bacterial_diversity_per_indivi\1_p.xml,b  Unweighted UniFrac distance distribution within group.,RES,UniFrac,ORG,14,21,,,,
13276,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\3_bacterial_diversity_per_indivi\1_p.xml,c  Weighted UniFrac distance distribution within group.,RES,Weighted,ORG,3,11,,,,
13278,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\4_between_host_bacterial_diversi\1_p.xml,"The populations also varied in the within-population  β -diversity (microbiota compositional dissimilarity between hosts), quantified by the UniFrac distance.",RES,UniFrac,ORG,141,148,,,,
13279,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\4_between_host_bacterial_diversi\1_p.xml,"The UniFrac distance is the fraction of the phylogenetic tree not shared between two samples, where the phylogeny of all taxa found in a bacterial community is estimated based on ribosomal RNA sequence similarity.",RES,"UniFrac, RNA","ORG, ORG","4, 189","11, 192",,,,
13281,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\4_between_host_bacterial_diversi\1_p.xml,"The Tanzanian Sandawe have the lowest within-population  β -diversity, while the Botswanan Bantu and US have the largest within-population  β -diversity (Fig.",RES,the Botswanan Bantu,ORG,77,96,,,,
13283,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\4_between_host_bacterial_diversi\2_p.xml,We find a significant negative correlation between mean population  α - diversity and mean within-population  β -diversity for unweighted UniFrac distances (Fig.,RES,"UniFrac, Fig","ORG, ORG","138, 157","145, 160",,,,
13285,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\4_between_host_bacterial_diversi\2_p.xml,"When individual pairs are restricted to the same sampling location for the within-population UniFrac calculation, the trend across Tanzanian populations is no longer evident, though the differences between Tanzania and Botswana remain (Additional file  1 : Figure S5).",RES,UniFrac,ORG,93,100,,,,
13286,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\4_between_host_bacterial_diversi\2_p.xml,"The correlation between  α - diversity and  β -diversity also holds when counts are rarefied to 5000 reads per individual (Additional file  1 : Figure S6), which accords with the high degree of correlation in UniFrac distances with and without rarefaction (Spearman’s rho correlation of 0.965 and 0.999 for unweighted and weighted UniFrac, respectively, Additional file  1 : Figures S7 and S8).",RES,"Spearman’s, UniFrac","ORG, ORG","257, 331","267, 338",,,,
13287,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\4_between_host_bacterial_diversi\2_p.xml,"Additionally, the Bray-Curtis dissimilarity metric for beta-diversity yields similar results as the weighted UniFrac distance (see Additional file  1 : Figure S9 and S10).",RES,"Bray-Curtis, UniFrac, S10","ORG, ORG, ORG","18, 109, 166","29, 116, 169",,,,
13288,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\4_between_host_bacterial_diversi\2_p.xml,"Thus, the correlation between  α - and  β -diversity does not appear to be an artifact of choice of UniFrac as a  β -diversity measure, uneven sampling location diversity, or uneven sequencing depth across individuals.",RES,UniFrac,ORG,100,107,,,,
13289,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\5_gut_bacteria_composition_is_mo\1_p.xml,The gut bacterial compositional differences between populations were quantified by the mean UniFrac distance between all pairs of individuals taken from between-population pairs.,RES,UniFrac,ORG,92,99,,,,
13291,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\5_gut_bacteria_composition_is_mo\1_p.xml,"The largest unweighted UniFrac distance within Africa was between the Botswanan Bantu and Tanzanian Hadza, which was nearly 92% of the average distance between the US and African populations.",RES,"UniFrac, the Botswanan Bantu, Tanzanian Hadza","ORG, ORG, ORG","23, 66, 90","30, 85, 105",,,,
13292,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\5_gut_bacteria_composition_is_mo\1_p.xml,"The largest weighted UniFrac distance within Africa was between the Bantu and the Herero in Botswana, which is nearly 84% of the mean distance average between the US and African populations.",RES,"UniFrac, Herero","ORG, ORG","21, 82","28, 88",,,,
13293,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\5_gut_bacteria_composition_is_mo\2_p.xml,"The degree of compositional difference between two groups was assessed with PERMANOVA  39  tests of UniFrac distances, which measures the significance of the between-group variation to within-group variation (pseudo  F -statistic) by permutation of group assignment.",RES,UniFrac,ORG,102,109,,,,
13297,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\5_gut_bacteria_composition_is_mo\2_p.xml,"The pseudo  F -statistic for Tanzania and Botswana is as large, or nearly as large, as the pseudo  F -statistic between the USA and Botswana (Fig.",RES,Botswana,ORG,42,50,,,,
13302,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\5_gut_bacteria_composition_is_mo\2_p.xml,"The subsistence practices are abbreviated as US = western (Philadelphian), HG = hunter-gatherers (Hadza, San), AP = agropastoralists (Bantu agropastoralists, Burunge, Sandawe), and PA = pastoralists (Herero, Maasai).",RES,"AP, Herero","ORG, ORG","111, 200","113, 206",,,,
13308,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\6_gut_bacterial_composition_is_s\1_p.xml,"Four populations were tested for differences between sex in bacterial  α -diversity (Shannon diversity index, minimum of five individuals per sex for MWW test), Hadza, Maasai, San, and Bantu, and none showed a significant difference (all MWW test  p  values > 0.17).",RES,"MWW, Bantu, MWW","ORG, ORG, ORG","150, 185, 238","153, 190, 241",,,,
13309,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\6_gut_bacterial_composition_is_s\1_p.xml,"Five populations were tested for a significant  β -diversity distance between sexes using PERMANOVA (UniFrac distances, minimum of four individuals per sex): Hadza, Maasai, San, Bantu, and US.",RES,"UniFrac, San, Bantu","ORG, ORG","101, 173","108, 183",,,,
13310,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\6_gut_bacterial_composition_is_s\1_p.xml,The Hadza and Maasai had significantly larger unweighted UniFrac distances between sexes than expected by chance (PERMANOVA  p  value < 0.05) (Fig.,RES,UniFrac,ORG,57,64,,,,
13311,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\6_gut_bacterial_composition_is_s\1_p.xml,"4 c, Additional file  2 : Table S1J), while no population had a significantly elevated weighted UniFrac distance between sexes (all PERMANOVA  p  values > 0.2, Fig.",RES,UniFrac,ORG,96,103,,,,
13315,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\7_gut_bacteria_compositions_of_i\1_p.xml,"Using principal coordinate analysis (PCoA), we find that the similarities in overall bacterial OTU composition among individuals are strongly correlated with the abundances of three common bacterial families,  Prevotellaceae ,  Bacteroidaceae , and  Ruminococcaceae  (Spearman’s rho correlation with PCo1  p  values are 1.0 × 10 −40 , 1.0 × 10 −18 , and 3.3 × 10 −12 , respectively, and Spearman’s rho correlation with PCo2  p  values are 5.0 × 10 −7 , 6.0 × 10 −2 , and 1.1 × 10 −20 , respectively) (Fig.",RES,Spearman’s,ORG,387,397,,,,
13329,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\7_gut_bacteria_compositions_of_i\3_p.xml,The 13 Bantu with high  Prevotellaceae  abundance similar to other Africans were markedly more different from the US cohort based on both weighted and unweighted bacterial composition as well as within-individual bacterial diversity (weighted UniFrac PERMANOVA test  p  value = 2.0 × 10 −5 ; unweighted UniFrac PERMANOVA test  p  value = 2.0 × 10 −5 ; MWW test on Shannon diversity  p  value = 0.014).,RES,"UniFrac, UniFrac, MWW","ORG, ORG, ORG","243, 303, 352","250, 310, 355",,,,
13330,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\7_gut_bacteria_compositions_of_i\3_p.xml,"By contrast, the 12 Bantu with low  Prevotellaceae  abundance, similar to the US cohort, were not statistically different from the US samples based on bacterial abundance (weighted UniFrac PERMANOVA test,  p  value = 0.12) but were different based on unweighted bacterial composition and within-individual bacterial diversity (unweighted UniFrac PERMANOVA test,  p  value = 3.0 × 10 −4  and MWW test on Shannon diversities,  p  value = 0.028, respectively).",RES,"the 12 Bantu, UniFrac, UniFrac, MWW","ORG, ORG, ORG, ORG","13, 181, 338, 391","25, 188, 345, 394",,,,
13348,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\9_imputed_metagenomes_show_funct\1_p.xml,The functional variation among populations was predicted using the metagenomic imputation method Phylogenetic Investigation of the Communities by Reconstruction of Unobserved States (PICRUSt)  44 .,RES,"Phylogenetic Investigation of the, Communities, Reconstruction of Unobserved States","ORG, ORG, ORG","97, 131, 146","130, 142, 181",,,,
13349,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\9_imputed_metagenomes_show_funct\1_p.xml,"For every individual and Kyoto Encyclopedia of Genes and Genomes (KEGG) pathway, PICRUSt estimates the total gene count within that pathway (normalized to a relative abundance per pathway).",RES,"Kyoto Encyclopedia of Genes and Genomes, KEGG","ORG, ORG","25, 66","64, 70",,,,
13351,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\9_imputed_metagenomes_show_funct\1_p.xml,"One hundred forty-six KEGG pathways were significantly differentially enriched between the US and African cohorts, and 148 KEGG pathways were significantly differently enriched between Botswana and Tanzania (White’s nonparametric  t  test, FDR < 0.1) (Additional file  2 : Table S1L-P).",RES,"KEGG, KEGG","ORG, ORG","22, 123","26, 127",,,,
